ORG_Order,ID,Expression,Summary,Summary-Flesch Reading Ease,Summary-Dale-Chall Score,Full,Full-Flesch Reading Ease,Full-Dale-Chall Score,Coherence
132,Gold-32,(b | !a) & X (d U c),"In the instant in which the formula is evaluated, at least one of these conditions has to be true: 1. b is true, 2. a is false, and c has to be true either in the moment after it-and, in that case, the formula does not constrain the value of d- or at some point in the future -and in that case, d has to be true until the instant before c is true (the formula does not constrain the value of c in the moment in which a is true or after it).",65.09,6.87,,,,
133,Gold-33,(b U c) & (d U !b),"c has to be true either in the moment in which the formula is evaluated -and in that case the formula does not constrain the value of b- or at some point in the future -and in that case, b has to be true from the moment the formula is evaluated until the instant before c is true (the formula does not constrain the value of b in the moment in which c is true or after it). In addition, d has to be false either in the moment in which the formula is evaluated -and in that case the formula does not constrain the value of d- or at some point in the future -and in that case, d has to be true from the moment the formula is evaluated until the instant before b is false (the formula does not constrain the value of d in the moment in which b is false or after it).",8.21,8.35,,,,
134,Gold-34,G (!f | !i),"In every moment of the system execution, at least one between f and i has to be false",70.13,7.16,,,,
135,Gold-35,F (f => j),"During the system execution, either f is always false or, in at least one moment, g is true, and at the same time, j is true.",70.47,7.96,,,,
136,Gold-36,G (j => !f),"In every moment of the system execution, when j is true f has to be false (when j is false we do not have any constraint on the value of f)",65.39,7.72,,,,
137,Gold-37,G (!i) | F (f U i),"This formula is always true, because either in every moment of the system execution, i is false, or, during the system execution, i becomes false and that satisfies F(fUi)",33.58,8.89,,,,
138,Gold-38,(a U b) & (c U d),"b has to be true either in the moment in which the formula is evaluated -and in that case the formula does not constrain the value of a- or at some point in the future -and in that case, a has to be true from the moment the formula is evaluated until the instant before b is true (the formula does not constrain the value of a in the moment in which b is true or after it). In addition, d has to be true either in the moment in which the formula is evaluated -and in that case the formula does not constrain the value of c- or at some point in the future -and in that case, c has to be true from the moment the formula is evaluated until the instant before d is true (the formula does not constrain the value of c in the moment in which d is true or after it).",8.21,8.35,,,,
139,Gold-39,b U (d & a),"d and a have to be true either in the moment in which the formula is evaluated -and in that case, the formula does not constrain the value of b- or at some point in the future -and in that case, b has to be true from the moment the formula is evaluated until the instant before d and a are true (the formula does not constrain the value of b in the moment in which d and a are true or after it).",11.6,8.93,,,,
140,Gold-40,F (o | u),"There is at least one point during the system execution (that point can also be the present moment), in which at least one between o and u is true",67.42,7.25,,,,
141,Gold-41,G (n => s),"In every moment of the system execution, when n is true s has to be true (when n is false we do not have any constraint on the value of s)",65.39,7.72,,,,
142,Gold-42,(y & !d) | (y => d),"The formula is true because if y is true when it is evaluated and d is false, (y & !d) is true, otherwise (y=>d) is true, while, if y is false (y=>d ) is true, independently from the value of d",68.6,7.03,,,,
143,Gold-43,X (f & i),"This formula is true if, in the instant after it is evaluated, f and i are both true.",70.13,7.16,,,,
144,Gold-44,X(!g | !j),"In the instant, after the formula is evaluated, at least one of these conditions has to hold: 1. g is false, 2. l is false",79.97,8.47,,,,
145,Gold-45,X (!i) | X (j),"This formula is true if, in the instant, after it is evaluated, at least one between these two conditions hold: i is false or j is true. ",60.99,7.31,,,,
146,Gold-46,F d | G !n,"In every moment of the system execution, n has to be false or there has to be at least one moment (that point can also be the present moment) in the system execution, in which d is true or both constraints on d and n holds",50.17,7.98,,,,
147,Gold-47,a U (c & d),"c and d has to be true either in the moment in which the formula is evaluated -and in that case, the formula does not constrain the value of a- or at some point in the future -and in that case, a has to be true from the moment the formula is evaluated until the instant before c and d are true (the formula does not constrain the value of a in the moment in which c and d are true or after it).",11.6,8.93,,,,
